STATEFIPS,STATE,zipcode,Returns_pct1,Returns_pct2,Returns_pct3,Returns_pct4,Returns_pct5,Returns_pct6,total
36,NY,12792,33.33,23.81,28.57,0,14.29,0,210
36,NY,12801,39.95,28.5,13.85,8.26,7.99,1.46,7510
36,NY,12803,36.07,26.03,15.75,10.73,10.73,0.68,4380
36,NY,12804,34.03,21.54,14.5,10.05,15.87,4.02,13930
36,NY,12808,31.25,18.75,31.25,0,18.75,0,160
36,NY,12809,35.15,26.06,15.76,10.91,12.12,0,1650
36,NY,12810,40.63,28.13,15.63,6.25,9.38,0,320
36,NY,12811,45.45,27.27,27.27,0,0,0,110
36,NY,12814,40,22.11,10.53,10.53,11.58,5.26,950
36,NY,12815,35.29,27.45,13.73,9.8,13.73,0,510
36,NY,12816,35.24,24.29,16.67,10.48,11.43,1.9,2100
36,NY,12817,34.21,23.68,15.79,10.53,13.16,2.63,1140
36,NY,12819,46.15,38.46,0,15.38,0,0,130
36,NY,12821,33.33,26.67,20,20,0,0,150
36,NY,12822,37.33,27.4,15.41,10.27,8.9,0.68,2920
36,NY,12823,26.67,26.67,26.67,0,20,0,150
36,NY,12824,33.33,22.22,15.56,8.89,13.33,6.67,450
36,NY,12827,34.21,25.79,17.89,10,10.53,1.58,1900
36,NY,12828,36.23,28.57,14.91,8.9,10.35,1.04,4830
36,NY,12831,30.57,19.61,13.26,11.53,20.42,4.61,8670
36,NY,12832,39.43,26.16,16.13,8.24,9.32,0.72,2790
36,NY,12833,32.16,21.15,13.66,10.57,17.18,5.29,2270
36,NY,12834,32.19,24.69,15.63,11.25,14.06,2.19,3200
36,NY,12835,35.43,25.2,17.32,9.45,12.6,0,1270
36,NY,12836,35.71,28.57,10.71,7.14,17.86,0,280
36,NY,12837,36.11,30.56,13.89,11.11,8.33,0,360
36,NY,12838,36.36,27.27,18.18,9.09,9.09,0,330
36,NY,12839,39.45,29.15,14.98,8.37,7.41,0.64,6210
36,NY,12842,39.34,22.95,14.75,11.48,11.48,0,610
36,NY,12843,38.46,26.92,23.08,0,11.54,0,260
36,NY,12844,28.57,14.29,21.43,0,21.43,14.29,140
36,NY,12845,38.46,20.38,13.08,9.23,14.23,4.62,2600
36,NY,12846,35.85,26.42,16.35,10.06,11.32,0,1590
36,NY,12847,35.29,26.47,14.71,14.71,8.82,0,340
36,NY,12849,41.38,27.59,13.79,6.9,10.34,0,290
36,NY,12850,28.26,22.46,15.22,12.32,17.39,4.35,1380
36,NY,12851,43.75,25,18.75,12.5,0,0,160
36,NY,12852,30,25,20,10,15,0,200
36,NY,12853,43.75,26.56,14.06,6.25,9.38,0,640
36,NY,12855,33.33,41.67,0,25,0,0,120
36,NY,12856,27.27,27.27,27.27,0,18.18,0,110
36,NY,12857,40.74,25.93,14.81,7.41,11.11,0,270
36,NY,12859,31.07,25.24,16.5,10.68,14.56,1.94,1030
36,NY,12860,41.67,30.56,13.89,5.56,8.33,0,360
36,NY,12861,35.71,17.86,14.29,14.29,17.86,0,280
36,NY,12863,33.33,19.44,13.89,11.11,22.22,0,360
36,NY,12865,37.82,26.28,15.38,9.62,8.97,1.92,1560
36,NY,12866,27.94,19.48,14.02,10.37,18.98,9.21,19760
36,NY,12870,37.04,28.4,13.58,8.64,9.88,2.47,810
36,NY,12871,33.17,25.63,14.57,11.06,13.57,2.01,1990
36,NY,12873,32.43,24.32,18.92,8.11,16.22,0,370
36,NY,12878,37.5,31.25,12.5,12.5,6.25,0,320
36,NY,12883,40.53,23.35,14.98,9.25,10.57,1.32,2270
36,NY,12884,34.78,30.43,17.39,17.39,0,0,230
36,NY,12885,42.25,26.76,14.08,8.92,7.04,0.94,2130
36,NY,12886,46.15,30.77,0,23.08,0,0,130
36,NY,12887,38.97,26.76,15.02,10.33,8.92,0,2130
36,NY,12901,38.89,26.72,13.5,8.65,10.06,2.18,14220
36,NY,12903,22.62,27.38,20.24,13.1,13.1,3.57,840
36,NY,12910,36.49,28.38,14.86,12.16,8.11,0,740
36,NY,12912,37.37,30.3,17.17,8.08,7.07,0,990
36,NY,12913,33.33,27.78,14.81,11.11,12.96,0,540
36,NY,12914,40.63,28.13,15.63,9.38,6.25,0,320
36,NY,12916,39.78,30.11,15.05,8.6,6.45,0,930
36,NY,12917,37.29,23.73,16.95,11.86,10.17,0,590
36,NY,12918,30.97,27.43,15.93,10.62,15.04,0,1130
36,NY,12919,36.71,26.58,15.82,10.76,10.13,0,1580
36,NY,12920,33.02,27.36,16.98,10.38,12.26,0,1060
36,NY,12921,35.16,24.22,14.84,10.94,12.5,2.34,1280
36,NY,12923,36.36,31.82,13.64,9.09,9.09,0,220
36,NY,12926,41.11,28.89,16.67,6.67,6.67,0,900
36,NY,12928,33.71,28.09,15.73,11.24,11.24,0,890
36,NY,12929,30,28.33,18.33,11.67,11.67,0,600
36,NY,12930,37.93,27.59,17.24,10.34,6.9,0,290
36,NY,12932,37.1,27.42,14.52,9.68,11.29,0,620
36,NY,12934,35.71,26.19,16.67,11.9,9.52,0,420
36,NY,12935,32.84,28.36,16.42,10.45,11.94,0,670
36,NY,12936,37.5,21.88,15.63,9.38,15.63,0,320
36,NY,12937,41.07,25,16.07,8.93,8.93,0,560
36,NY,12939,33.33,41.67,0,25,0,0,120
36,NY,12941,33.85,26.15,16.92,10.77,12.31,0,650
36,NY,12942,33.33,21.21,12.12,12.12,15.15,6.06,330
36,NY,12943,33.33,23.81,28.57,0,14.29,0,210
36,NY,12944,38.46,28.57,14.29,9.34,8.24,1.1,1820
36,NY,12945,33.33,24.24,18.18,12.12,12.12,0,330
36,NY,12946,36.33,26.26,14.03,7.91,10.79,4.68,2780
36,NY,12950,38.89,25,16.67,11.11,8.33,0,360
36,NY,12952,36,32,24,0,8,0,250
36,NY,12953,40.59,24.95,14.59,9.09,9.09,1.69,4730
36,NY,12955,33.33,26.67,20,20,0,0,150
36,NY,12956,38.46,26.92,17.31,9.62,7.69,0,520
36,NY,12957,43.48,27.54,14.49,8.7,5.8,0,690
36,NY,12958,33.73,27.71,14.46,10.84,13.25,0,830
36,NY,12959,36.67,30,13.33,10,10,0,600
36,NY,12960,34.69,28.57,14.29,10.2,12.24,0,490
36,NY,12961,36.36,18.18,18.18,27.27,0,0,110
36,NY,12962,30.15,22.52,17.18,11.07,16.79,2.29,2620
36,NY,12965,45.45,22.73,13.64,18.18,0,0,220
36,NY,12966,37.82,28.57,15.97,10.08,7.56,0,1190
36,NY,12967,36.96,28.26,15.22,10.87,8.7,0,460
36,NY,12969,36.84,31.58,15.79,15.79,0,0,190
36,NY,12970,33.33,26.67,20,20,0,0,150
36,NY,12972,31.37,22.22,16.34,11.44,16.34,2.29,3060
36,NY,12974,36.36,30.3,15.15,10.61,7.58,0,660
36,NY,12975,26.67,20,13.33,20,20,0,150
36,NY,12976,25,16.67,33.33,0,25,0,120
36,NY,12977,21.43,28.57,28.57,0,21.43,0,140
36,NY,12978,33.33,28.57,19.05,19.05,0,0,210
36,NY,12979,36.75,24.79,13.68,11.11,13.68,0,1170
36,NY,12980,38.18,29.09,14.55,9.09,9.09,0,550
36,NY,12981,30.91,27.27,15.45,11.82,14.55,0,1100
36,NY,12983,35.92,25.29,15.23,8.62,12.36,2.59,3480
36,NY,12985,38.78,28.57,16.33,8.16,8.16,0,490
36,NY,12986,32.32,28.14,19.39,8.75,10.27,1.14,2630
36,NY,12987,45.45,27.27,0,27.27,0,0,110
36,NY,12989,28.89,26.67,20,11.11,13.33,0,450
36,NY,12992,35.65,27.39,14.78,10.43,11.74,0,2300
36,NY,12993,36,24,14.67,10.67,14.67,0,750
36,NY,12996,35.79,28.42,16.84,9.47,9.47,0,950
36,NY,12997,37.29,27.12,13.56,10.17,11.86,0,590
36,NY,12998,45.45,27.27,13.64,13.64,0,0,220
36,NY,13021,39.08,24.62,14.84,8.91,10.6,1.96,18400
36,NY,13026,31.75,22.22,17.46,11.11,17.46,0,630
36,NY,13027,28.94,21.5,15.24,10.63,18.96,4.73,16930
36,NY,13028,35.09,24.56,19.3,10.53,10.53,0,570
36,NY,13029,29.83,21.02,14.77,12.22,18.18,3.98,3520
36,NY,13030,32,27,17,9.5,12,2.5,2000
36,NY,13031,29.41,21.53,15.88,11.06,18.12,4,8500
36,NY,13032,36.95,26.44,15.59,9.32,10.17,1.53,5900
36,NY,13033,30.99,26.9,18.71,11.11,12.28,0,1710
36,NY,13034,32.56,24.42,15.12,10.47,15.12,2.33,860
36,NY,13035,29.38,17.53,13.14,11.08,19.33,9.54,3880
36,NY,13036,33.57,26.81,15.7,9.9,13.04,0.97,4140
36,NY,13037,32.19,23.97,14.38,10.73,15.98,2.74,4380
36,NY,13039,29.78,19.48,14.5,11.55,20.5,4.19,8830
36,NY,13040,36.75,27.35,17.95,8.55,9.4,0,1170
36,NY,13041,28.2,20.84,16.46,13.66,18.39,2.45,5710
36,NY,13042,36.19,26.67,15.24,11.43,10.48,0,1050
36,NY,13044,32.52,26.83,15.45,10.57,12.2,2.44,1230
36,NY,13045,38.32,25.93,14.42,8.67,10.88,1.77,11300
36,NY,13052,34.12,29.41,14.12,10.59,11.76,0,850
36,NY,13053,32.72,24.42,14.75,10.6,15.67,1.84,2170
36,NY,13054,35.71,27.14,15.71,11.43,10,0,700
36,NY,13057,33.59,26.54,15.51,10.26,12.05,2.05,7800
36,NY,13060,34.04,25.53,16.31,9.93,12.06,2.13,1410
36,NY,13061,29.41,23.53,17.65,11.76,17.65,0,510
36,NY,13062,36.36,27.27,36.36,0,0,0,110
36,NY,13063,28.89,21.11,16.67,11.11,18.89,3.33,900
36,NY,13064,38.89,22.22,22.22,0,16.67,0,180
36,NY,13066,26.4,16.08,12.9,10.32,21.24,13.05,6590
36,NY,13068,31.75,26.19,16.67,10.32,13.1,1.98,2520
36,NY,13069,39.92,26.18,14.97,8.76,9.23,0.94,10620
36,NY,13071,35.42,25,16.67,10.42,12.5,0,480
36,NY,13072,41.67,30.56,13.89,8.33,5.56,0,360
36,NY,13073,33.89,26.25,16.61,9.97,12.29,1,3010
36,NY,13074,37.89,27.37,15.26,10,9.47,0,1900
36,NY,13076,32.43,27.03,15.32,11.71,13.51,0,1110
36,NY,13077,34.27,25.86,16.2,9.97,11.53,2.18,3210
36,NY,13078,26.37,16.48,12.75,9.01,21.1,14.29,4550
36,NY,13080,32.53,24.1,17.47,11.45,13.25,1.2,1660
36,NY,13081,29.41,21.57,19.61,11.76,13.73,3.92,510
36,NY,13082,34.63,26.41,15.15,10.39,12.55,0.87,2310
36,NY,13083,35.8,23.46,18.52,9.88,12.35,0,810
36,NY,13084,29.03,22.58,16.13,11.98,16.59,3.69,2170
36,NY,13087,30,20,30,0,20,0,100
36,NY,13088,31.11,29.09,17.28,10.29,10.71,1.52,11860
36,NY,13090,30.68,23.62,15.6,11.04,16.37,2.7,15580
36,NY,13092,36.28,28.32,13.27,10.62,11.5,0,1130
36,NY,13101,36.52,27.83,17.39,10.43,7.83,0,1150
36,NY,13102,30.77,30.77,15.38,23.08,0,0,130
36,NY,13103,50,31.25,18.75,0,0,0,160
36,NY,13104,27.43,15.27,11.38,8.93,22.12,14.88,7730
36,NY,13108,29.39,19.81,14.38,11.5,20.77,4.15,3130
36,NY,13110,28.95,21.93,18.42,11.4,14.91,4.39,1140
36,NY,13111,38.24,26.47,19.12,8.82,7.35,0,680
36,NY,13112,33.68,21.05,14.74,12.63,15.79,2.11,950
36,NY,13114,34.78,25.42,15.05,10.37,13.04,1.34,2990
36,NY,13115,33.33,22.22,16.67,16.67,11.11,0,180
36,NY,13116,31.46,24.16,16.85,11.24,14.61,1.69,1780
36,NY,13118,33.61,27.31,15.97,10.92,10.92,1.26,2380
36,NY,13120,38.74,28.83,18.02,7.21,7.21,0,1110
36,NY,13122,32.69,21.15,17.31,11.54,17.31,0,520
36,NY,13123,36.84,21.05,15.79,15.79,10.53,0,190
36,NY,13126,37.59,22.92,13.96,10.37,13.12,2.05,14180
36,NY,13131,35.84,26.01,16.76,9.83,11.56,0,1730
36,NY,13132,34.54,25.77,13.92,11.34,12.89,1.55,1940
36,NY,13135,36.39,24.92,14.75,9.51,12.46,1.97,3050
36,NY,13136,38.1,33.33,14.29,14.29,0,0,210
36,NY,13138,31.25,25,18.75,0,25,0,160
36,NY,13140,37.63,28.35,16.49,9.28,8.25,0,1940
36,NY,13141,35.29,32.35,14.71,5.88,11.76,0,340
36,NY,13142,37.72,23.84,15.3,9.96,11.39,1.78,2810
36,NY,13143,37.72,25.44,15.79,11.4,9.65,0,1140
36,NY,13144,38.46,30.77,13.46,9.62,7.69,0,520
36,NY,13145,37.04,24.69,16.05,9.88,12.35,0,810
36,NY,13146,38.2,25.84,19.1,10.11,6.74,0,890
36,NY,13147,31.25,31.25,14.58,10.42,12.5,0,480
36,NY,13148,38.41,25.81,14.63,8.94,10.57,1.63,4920
36,NY,13152,27.72,15.84,13.12,9.65,20.05,13.61,4040
36,NY,13153,33.33,33.33,22.22,0,11.11,0,180
36,NY,13155,39.29,28.57,14.29,7.14,10.71,0,280
36,NY,13156,32.1,24.69,17.28,11.11,14.81,0,810
36,NY,13157,33.33,28.21,17.95,10.26,10.26,0,390
36,NY,13158,39.39,25.76,16.67,9.09,9.09,0,660
36,NY,13159,30.89,21.24,13.9,10.42,18.15,5.41,2590
36,NY,13160,31.91,27.66,15.96,10.64,13.83,0,940
36,NY,13162,37.5,25,18.75,18.75,0,0,160
36,NY,13163,34.78,30.43,17.39,8.7,8.7,0,230
36,NY,13164,29.69,21.09,13.28,11.72,21.09,3.13,1280
36,NY,13165,40.64,26.89,15.94,8.37,7.37,0.8,5020
36,NY,13166,33.07,27.24,16.73,10.89,10.89,1.17,2570
36,NY,13167,34.36,28.22,14.11,9.82,13.5,0,1630
36,NY,13202,56.45,19.89,10.22,4.3,5.38,3.76,1860
36,NY,13203,51.94,27.42,9.68,4.52,4.68,1.77,6200
36,NY,13204,55.41,28.16,9.39,3.65,2.74,0.65,7670
36,NY,13205,53.65,27.95,10.39,4.63,3.09,0.28,7120
36,NY,13206,42.25,32.11,13.43,6.72,5.01,0.49,8190
36,NY,13207,42.86,28.4,13.95,7.23,6.39,1.18,5950
36,NY,13208,53.49,28.93,10.7,4.04,2.84,0,9160
36,NY,13209,37.56,27.84,15.17,9.57,8.84,1.03,6790
36,NY,13210,50.89,23.75,10.18,6.14,7.43,1.62,6190
36,NY,13211,40.56,34.98,14.86,5.88,3.72,0,3230
36,NY,13212,33.77,29.06,16.79,9.91,9.43,1.04,10600
36,NY,13214,32.18,19.41,14.89,11.7,18.09,3.72,3760
36,NY,13215,29.51,17.06,12.59,11.19,22.1,7.55,7150
36,NY,13219,30.73,23.66,17.68,11.1,15,1.83,8200
36,NY,13224,37.77,22.57,12.83,7.84,13.3,5.7,4210
36,NY,13302,47.76,25.37,11.94,8.96,5.97,0,670
36,NY,13303,32.14,25,14.29,12.5,16.07,0,560
36,NY,13304,29.79,23.4,13.83,8.51,19.15,5.32,940
36,NY,13305,26.67,33.33,13.33,26.67,0,0,150
36,NY,13308,38.85,28.66,15.29,8.28,8.92,0,1570
36,NY,13309,37.4,25.57,16.79,10.31,9.16,0.76,2620
36,NY,13310,37.93,27.59,13.79,10.34,10.34,0,290
36,NY,13312,31.58,21.05,15.79,10.53,21.05,0,190
36,NY,13313,42.86,35.71,10.71,10.71,0,0,280
36,NY,13314,42.11,26.32,15.79,15.79,0,0,190
36,NY,13315,38.98,27.12,15.25,8.47,10.17,0,590
36,NY,13316,35.21,29.58,15.49,9.51,10.21,0,2840
36,NY,13317,36.84,26.9,16.96,9.36,9.94,0,1710
36,NY,13318,32.31,30.77,15.38,10.77,10.77,0,650
36,NY,13319,40.43,27.66,17.02,8.51,6.38,0,470
36,NY,13320,36.67,26.67,16.67,8.89,11.11,0,900
36,NY,13321,40.38,32.69,13.46,7.69,5.77,0,520
36,NY,13322,33.33,24.07,16.67,11.11,14.81,0,540
36,NY,13323,30,21.67,15.42,11.04,16.67,5.21,4800
36,NY,13324,34.44,26.67,18.89,10,10,0,900
36,NY,13325,39.53,25.58,16.28,6.98,11.63,0,430
36,NY,13326,33.2,20.8,14,9.2,14,8.8,2500
36,NY,13327,33.68,30.53,17.89,10.53,7.37,0,950
36,NY,13328,34.55,25.45,16.36,9.09,14.55,0,550
36,NY,13329,39.1,28.85,16.03,8.97,7.05,0,1560
36,NY,13331,35.71,21.43,21.43,0,21.43,0,140
36,NY,13332,35.78,30.28,15.6,9.17,9.17,0,1090
36,NY,13334,37.04,27.78,16.67,7.41,11.11,0,540
36,NY,13335,38.89,26.39,15.28,9.72,9.72,0,720
36,NY,13337,37.21,18.6,13.95,9.3,11.63,9.3,430
36,NY,13338,36.67,28.33,16.67,10,8.33,0,600
36,NY,13339,42.15,27.97,14.94,7.28,6.9,0.77,2610
36,NY,13340,36.49,27.84,14.86,9.73,10,1.08,3700
36,NY,13343,35.53,28.95,15.79,9.21,10.53,0,760
36,NY,13346,28.49,20.97,13.44,10.75,19.89,6.45,1860
36,NY,13348,35.38,26.15,15.38,10.77,12.31,0,650
36,NY,13350,42.05,25.9,14.36,8.46,8.21,1.03,3900
36,NY,13352,30,40,30,0,0,0,100
36,NY,13354,32.1,24.07,16.67,11.11,14.2,1.85,1620
36,NY,13355,37.5,30,15,7.5,10,0,400
36,NY,13357,38.36,28.88,15.52,8.19,8.19,0.86,4640
36,NY,13360,39.13,21.74,13.04,8.7,17.39,0,230
36,NY,13361,40.74,29.63,14.81,7.41,7.41,0,270
36,NY,13363,35.78,25.69,15.6,9.17,13.76,0,1090
36,NY,13364,33.33,33.33,33.33,0,0,0,120
36,NY,13365,39.02,26.56,14.91,8.67,9.49,1.36,3690
36,NY,13367,37.71,25.42,15.92,9.22,10.06,1.68,3580
36,NY,13368,41.51,28.3,15.09,7.55,7.55,0,530
36,NY,13402,37.88,31.82,12.12,9.09,9.09,0,660
36,NY,13403,34.4,20.4,15.6,11.2,15.6,2.8,2500
36,NY,13406,37.04,25.93,14.81,14.81,7.41,0,270
36,NY,13407,38.24,28.57,15.55,9.66,7.98,0,2380
36,NY,13408,35.45,28.18,15.45,10,10.91,0,1100
36,NY,13409,38.18,28.18,16.36,8.18,9.09,0,1100
36,NY,13410,38.1,33.33,14.29,14.29,0,0,210
36,NY,13411,40.44,30.15,14.71,7.35,7.35,0,1360
36,NY,13413,28.63,20.34,15.03,10.88,18.01,7.12,7720
36,NY,13416,29.9,26.8,20.62,10.31,12.37,0,970
36,NY,13417,37.14,32,14.86,8,8,0,1750
36,NY,13420,38.1,22.62,15.48,9.52,10.71,3.57,840
36,NY,13421,38.65,27.05,14.17,8.21,9.82,2.09,6210
36,NY,13424,32.11,24.77,17.43,11.01,14.68,0,1090
36,NY,13425,41.11,25.56,17.78,6.67,8.89,0,900
36,NY,13428,38.71,29.03,14.52,8.06,9.68,0,620
36,NY,13431,32.22,23.33,16.67,11.11,16.67,0,900
36,NY,13433,44.29,28.57,14.29,8.57,4.29,0,700
36,NY,13435,29.41,29.41,23.53,17.65,0,0,170
36,NY,13437,38.1,28.57,19.05,14.29,0,0,210
36,NY,13438,30.36,26.19,19.05,11.31,11.31,1.79,1680
36,NY,13439,37.57,28.9,14.45,9.83,7.51,1.73,1730
36,NY,13440,37.45,27.31,14.68,9.25,10.03,1.27,18050
36,NY,13450,33.33,25,25,16.67,0,0,120
36,NY,13452,39.68,28.04,15.87,8.47,7.94,0,1890
36,NY,13454,32.35,29.41,20.59,11.76,5.88,0,340
36,NY,13456,33,22,15,11,16,3,2000
36,NY,13459,34.07,27.47,17.58,10.99,9.89,0,910
36,NY,13460,38.97,27.7,15.49,8.45,9.39,0,2130
36,NY,13461,31.25,22.5,18.13,11.25,15.63,1.25,1600
36,NY,13464,41.18,33.33,15.69,5.88,3.92,0,510
36,NY,13468,39.13,26.09,17.39,8.7,8.7,0,230
36,NY,13469,31.58,21.05,15.79,13.16,18.42,0,380
36,NY,13470,35.71,32.14,17.86,14.29,0,0,280
36,NY,13471,41.01,28.78,14.39,8.63,7.19,0,1390
36,NY,13473,33.33,30.3,15.15,12.12,9.09,0,330
36,NY,13476,34.36,27.61,15.34,9.82,11.04,1.84,1630
36,NY,13477,37.7,27.87,16.39,8.2,9.84,0,610
36,NY,13478,34.01,27.21,16.33,10.88,11.56,0,1470
36,NY,13480,35.26,26.92,15.38,10.26,10.26,1.92,1560
36,NY,13483,46.15,38.46,0,15.38,0,0,130
36,NY,13485,39.13,26.09,17.39,8.7,8.7,0,460
36,NY,13486,34.15,29.27,17.07,7.32,12.2,0,410
36,NY,13488,38.46,30.77,30.77,0,0,0,130
36,NY,13489,33.33,29.63,14.81,11.11,11.11,0,270
36,NY,13490,31.88,27.54,15.94,13.04,11.59,0,690
36,NY,13491,35.33,29.34,15.57,8.98,10.78,0,1670
36,NY,13492,31.22,23.54,15.19,11.19,15.86,3.01,5990
36,NY,13493,39.76,27.71,16.87,8.43,7.23,0,830
36,NY,13494,46.15,38.46,0,15.38,0,0,130
36,NY,13495,34.91,31.13,16.98,9.43,7.55,0,1060
36,NY,13501,52.05,26.49,9.51,4.95,5.75,1.25,15140
36,NY,13502,44.26,27.31,13.17,7.42,6.93,0.91,14280
36,NY,13601,41.37,27.02,13.79,7.7,8.32,1.8,16100
36,NY,13602,71.15,27.4,1.44,0,0,0,2080
36,NY,13603,26.27,48.02,16.38,5.93,3.39,0,3540
36,NY,13605,37.06,23.86,15.74,9.64,12.69,1.02,1970
36,NY,13606,36.29,24.19,16.13,9.68,13.71,0,1240
36,NY,13607,43.43,22.22,12.12,10.1,9.09,3.03,990
36,NY,13608,35.94,26.56,18.75,10.94,7.81,0,640
36,NY,13612,34.75,26.27,15.25,11.02,12.71,0,1180
36,NY,13613,40.2,24.51,15.69,9.8,9.8,0,1020
36,NY,13614,45.45,27.27,27.27,0,0,0,110
36,NY,13615,32.14,23.21,16.07,12.5,16.07,0,560
36,NY,13616,40,34.67,16,5.33,4,0,750
36,NY,13617,33.51,24.01,15.3,10.55,14.25,2.37,3790
36,NY,13618,37.78,22.22,15.56,11.11,13.33,0,900
36,NY,13619,37.44,28.5,15.7,8.45,8.7,1.21,4140
36,NY,13620,36.78,26.44,17.24,10.34,9.2,0,870
36,NY,13621,33.33,22.22,22.22,11.11,11.11,0,270
36,NY,13622,35.58,24.04,16.35,10.58,13.46,0,1040
36,NY,13624,36.82,22.73,15.91,8.64,13.18,2.73,2200
36,NY,13625,31.82,22.73,17.05,11.36,17.05,0,880
36,NY,13626,35.48,27.96,15.05,10.75,10.75,0,930
36,NY,13628,35.71,35.71,14.29,14.29,0,0,140
36,NY,13630,36.54,28.85,17.31,9.62,7.69,0,520
36,NY,13634,34.05,24.86,15.68,10.81,12.97,1.62,1850
36,NY,13635,38.1,28.57,16.67,9.52,7.14,0,420
36,NY,13636,38.46,46.15,0,15.38,0,0,130
36,NY,13637,35.12,37.56,13.66,7.32,6.34,0,2050
36,NY,13638,41.18,29.41,29.41,0,0,0,170
36,NY,13640,29.17,16.67,16.67,12.5,25,0,240
36,NY,13642,39.76,26.11,15.43,8.61,9.2,0.89,3370
36,NY,13643,44.44,27.78,16.67,11.11,0,0,180
36,NY,13646,42.86,21.98,14.29,10.99,9.89,0,910
36,NY,13647,24,20,16,16,24,0,250
36,NY,13648,30.53,28.42,20,10.53,10.53,0,950
36,NY,13650,37.29,27.12,13.56,10.17,11.86,0,590
36,NY,13651,40,0,30,0,30,0,100
36,NY,13652,40.54,29.73,14.86,8.11,6.76,0,740
36,NY,13654,35.71,29.76,14.29,10.71,9.52,0,840
36,NY,13655,48.68,30.26,11.18,4.61,5.26,0,1520
36,NY,13656,38.46,28.21,15.38,10.26,7.69,0,1170
36,NY,13658,32.04,31.07,16.5,9.71,10.68,0,1030
36,NY,13659,32,28,16,12,12,0,250
36,NY,13660,37.35,26.51,15.66,9.64,10.84,0,830
36,NY,13661,35.82,25.37,17.91,8.96,11.94,0,670
36,NY,13662,40.61,24.86,14.74,8.82,9.68,1.3,6920
36,NY,13664,30.43,26.09,26.09,0,17.39,0,230
36,NY,13665,38.89,30.56,16.67,8.33,5.56,0,360
36,NY,13667,40.44,27.94,15.44,8.09,8.09,0,1360
36,NY,13668,34.72,26.39,16.67,9.72,12.5,0,1440
36,NY,13669,37.52,26.09,14.81,9.02,10.95,1.61,6210
36,NY,13670,46.67,26.67,13.33,13.33,0,0,150
36,NY,13672,34.38,28.13,15.63,12.5,9.38,0,320
36,NY,13673,39.58,28.13,13.54,10.42,8.33,0,960
36,NY,13676,36.44,23.4,14.49,9.73,13.25,2.69,4830
36,NY,13678,36.36,36.36,27.27,0,0,0,110
36,NY,13679,38.82,24.71,15.29,9.41,11.76,0,850
36,NY,13680,35.56,28.89,15.56,8.89,11.11,0,450
36,NY,13681,39.39,27.27,18.18,9.09,6.06,0,330
36,NY,13682,29.55,27.27,18.18,11.36,13.64,0,440
36,NY,13684,36.73,26.53,18.37,10.2,8.16,0,490
36,NY,13685,30.51,22.88,17.8,10.17,15.25,3.39,1180
36,NY,13687,34.62,26.92,11.54,15.38,11.54,0,260
36,NY,13690,36.11,25,16.67,11.11,11.11,0,360
36,NY,13691,38.97,25,14.71,11.76,9.56,0,1360
36,NY,13693,30.77,23.08,15.38,11.54,19.23,0,260
36,NY,13694,31.51,24.66,16.44,10.96,16.44,0,730
36,NY,13696,41.67,25,16.67,16.67,0,0,120
36,NY,13697,38.71,26.88,15.05,9.68,9.68,0,930
36,NY,13730,37.8,27.56,16.54,9.45,8.66,0,1270
36,NY,13731,35.42,22.92,14.58,12.5,14.58,0,480
36,NY,13732,30.5,20.42,15.12,12.47,18.3,3.18,3770
36,NY,13733,36.36,26.36,16.82,9.09,11.36,0,2200
36,NY,13734,38,28,15,11,8,0,1000
36,NY,13736,37.38,28.04,14.02,9.35,11.21,0,1070
36,NY,13739,38.1,26.19,16.67,9.52,9.52,0,420
36,NY,13740,37.5,20.83,16.67,12.5,12.5,0,240
36,NY,13743,36.09,25.44,16.57,11.24,10.65,0,1690
36,NY,13744,37.04,24.07,12.96,12.96,12.96,0,540
36,NY,13746,35.71,24.6,16.67,9.52,13.49,0,1260
36,NY,13748,38.33,23.89,16.67,10,11.11,0,1800
36,NY,13750,40.82,30.61,14.29,6.12,8.16,0,490
36,NY,13751,41.67,41.67,0,16.67,0,0,120
36,NY,13752,37.5,28.13,18.75,6.25,9.38,0,320
36,NY,13753,37.37,25.79,13.68,8.95,12.11,2.11,1900
36,NY,13754,44.27,24.43,12.98,9.16,9.16,0,1310
36,NY,13755,37.93,27.59,17.24,10.34,6.9,0,580
36,NY,13756,47.62,23.81,14.29,14.29,0,0,210
36,NY,13757,34.78,23.91,17.39,10.87,13.04,0,460
36,NY,13760,36.98,24.18,14.41,9.15,12.75,2.51,21090
36,NY,13775,35.14,27.03,16.22,9.46,12.16,0,740
36,NY,13776,41.18,23.53,11.76,11.76,11.76,0,340
36,NY,13777,37.84,27.03,13.51,10.81,10.81,0,370
36,NY,13778,34.22,27,16.35,10.27,10.65,1.52,2630
36,NY,13780,35.42,25,18.75,10.42,10.42,0,480
36,NY,13782,37.5,25,18.75,9.38,9.38,0,320
36,NY,13783,42.16,25.49,13.73,8.82,9.8,0,1020
36,NY,13786,29.41,29.41,17.65,23.53,0,0,170
36,NY,13787,40.82,27.21,14.29,8.84,8.84,0,1470
36,NY,13788,33.33,30.95,14.29,9.52,11.9,0,420
36,NY,13790,42.76,27.08,14.49,7.72,6.77,1.19,8420
36,NY,13795,38.73,27.17,15.03,8.67,10.4,0,1730
36,NY,13796,39.66,27.59,13.79,8.62,10.34,0,580
36,NY,13797,38.89,27.78,16.67,7.78,8.89,0,900
36,NY,13801,40.38,30.77,17.31,5.77,5.77,0,520
